ID,Number of Engines,Maximum Sea Level Static Thrust (lbf),Engine Breakpoint Temperature (C),Doc29 Performance ID,SFI ID,LTO ID,Doc29 Noise ID,Doc29 Noise Delta Arrival,Doc29 Noise Delta Departure
7478,4,68000,30,7478,,,GENX67,0,0
