Scenario ID,Performance Run ID,Time,Temperature Delta (C),Pressure Delta (hPa),Wind Speed (kts),Wind Direction,Relative Humidity
Thrust Reduction,Performance,2023-01-01 00:00:00,0,0,0,,0.69999999999999996
