ID,# Operations,# Arrivals,# Departures,# Flights,# Tracks 4D,# Arrival Flights,# Departure Flights,# Arrival Tracks 4D,# Departure Tracks 4D,Start Time,End Time
Thrust Reduction,3,0,3,3,0,0,3,0,0,2023-01-01 00:00:00,2023-01-01 00:00:00
