ID,Number of Engines,Maximum Sea Level Static Thrust (lbf),Engine Breakpoint Temperature (C),Doc29 Performance ID,SFI ID,LTO ID,Doc29 Noise ID,Doc29 Noise Delta Arrival,Doc29 Noise Delta Departure
A320-232,2,26500.000000000004,30,A320-232,,,V2527A,0,0
