Scenario ID,Performance Run ID,Noise Run ID,Reference Location,Reference Longitude,Reference Latitude,Reference Altitude MSL (ft),Horizontal Spacing (nm),Vertical Spacing (nm),Horizontal Count,Vertical Count,Grid Rotation
Bank Angle,Performance Run,Noise Run,Center,11.786099999999999,48.3538,1487,0.053995680345572353,0.053995680345572353,400,400,0
